"","source_desc","commodity_desc","prodn_practice_desc","util_practice_desc","unit_desc","short_desc","domain_desc","county_code","county_name","year","Value"
"11","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","107","LOUDOUN","2002","(D)"
"12","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","139","PAGE","2002","104"
"13","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","165","ROCKINGHAM","2002","992"
"14","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","171","SHENANDOAH","2002","(D)"
"15","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","015","AUGUSTA","2002","559"
"16","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","023","BOTETOURT","2002","(D)"
"17","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","003","ALBEMARLE","2002","(D)"
"18","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","007","AMELIA","2002","(D)"
"19","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","033","CAROLINE","2002","1,225"
"20","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","041","CHESTERFIELD","2002","(D)"
"21","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","079","GREENE","2002","(D)"
"22","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","085","HANOVER","2002","689"
"23","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","087","HENRICO","2002","(D)"
"24","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","137","ORANGE","2002","(D)"
"25","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","145","POWHATAN","2002","(D)"
"26","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","147","PRINCE EDWARD","2002","(D)"
"27","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","177","SPOTSYLVANIA","2002","(D)"
"28","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","001","ACCOMACK","2002","2,934"
"29","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","036","CHARLES CITY","2002","176"
"30","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","057","ESSEX","2002","(D)"
"31","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","097","KING AND QUEEN","2002","(D)"
"32","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","099","KING GEORGE","2002","(D)"
"33","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","101","KING WILLIAM","2002","805"
"34","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","119","MIDDLESEX","2002","(D)"
"35","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","127","NEW KENT","2002","(D)"
"36","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","131","NORTHAMPTON","2002","845"
"37","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","193","WESTMORELAND","2002","(D)"
"38","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","105","LEE","2002","(D)"
"39","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","191","WASHINGTON","2002","(D)"
"40","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","037","CHARLOTTE","2002","(D)"
"41","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","067","FRANKLIN","2002","(D)"
"42","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","083","HALIFAX","2002","(D)"
"43","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","143","PITTSYLVANIA","2002","(D)"
"44","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","053","DINWIDDIE","2002","(D)"
"45","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","081","GREENSVILLE","2002","(D)"
"46","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","093","ISLE OF WIGHT","2002","(D)"
"47","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","149","PRINCE GEORGE","2002","(D)"
"48","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","175","SOUTHAMPTON","2002","596"
"49","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","181","SURRY","2002","545"
"50","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","183","SUSSEX","2002","(D)"
"51","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","800","SUFFOLK CITY","2002","182"
"52","CENSUS","CORN","IRRIGATED","GRAIN","ACRES","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","TOTAL","810","VIRGINIA BEACH CITY","2002","(D)"
"53","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","043","CLARKE","2002","(D)"
"54","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","047","CULPEPER","2002","12"
"55","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","107","LOUDOUN","2002","(D)"
"56","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","139","PAGE","2002","(D)"
"57","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","165","ROCKINGHAM","2002","1,356"
"58","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","171","SHENANDOAH","2002","488"
"59","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","015","AUGUSTA","2002","1,121"
"60","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","023","BOTETOURT","2002","(D)"
"61","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","163","ROCKBRIDGE","2002","(D)"
"62","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","007","AMELIA","2002","269"
"63","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","029","BUCKINGHAM","2002","(D)"
"64","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","137","ORANGE","2002","(D)"
"65","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","147","PRINCE EDWARD","2002","(D)"
"66","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","177","SPOTSYLVANIA","2002","(D)"
"67","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","101","KING WILLIAM","2002","(D)"
"68","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","131","NORTHAMPTON","2002","(D)"
"69","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","193","WESTMORELAND","2002","(D)"
"70","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","035","CARROLL","2002","(D)"
"71","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","169","SCOTT","2002","(D)"
"72","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","173","SMYTH","2002","39"
"73","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","185","TAZEWELL","2002","(D)"
"74","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","191","WASHINGTON","2002","(D)"
"75","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","197","WYTHE","2002","(D)"
"76","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","037","CHARLOTTE","2002","(D)"
"77","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","067","FRANKLIN","2002","176"
"78","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","111","LUNENBURG","2002","(D)"
"79","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","141","PATRICK","2002","(D)"
"80","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","143","PITTSYLVANIA","2002","65"
"81","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","053","DINWIDDIE","2002","(D)"
"82","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","093","ISLE OF WIGHT","2002","(D)"
"83","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","117","MECKLENBURG","2002","(D)"
"84","CENSUS","CORN","IRRIGATED","SILAGE","ACRES","CORN, SILAGE, IRRIGATED - ACRES HARVESTED","TOTAL","175","SOUTHAMPTON","2002","(D)"
"85","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","001","ACCOMACK","2002","(D)"
"86","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","036","CHARLES CITY","2002","(D)"
"87","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","131","NORTHAMPTON","2002","(D)"
"88","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","093","ISLE OF WIGHT","2002","(D)"
"89","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","175","SOUTHAMPTON","2002","(D)"
"90","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","181","SURRY","2002","(D)"
"91","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","183","SUSSEX","2002","(D)"
"92","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, IRRIGATED - ACRES HARVESTED","TOTAL","800","SUFFOLK CITY","2002","24"
"93","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","001","ACCOMACK","2002","(D)"
"94","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","036","CHARLES CITY","2002","(D)"
"95","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","131","NORTHAMPTON","2002","(D)"
"96","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","093","ISLE OF WIGHT","2002","(D)"
"97","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","175","SOUTHAMPTON","2002","(D)"
"98","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","181","SURRY","2002","(D)"
"99","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","183","SUSSEX","2002","(D)"
"100","CENSUS","COTTON","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","800","SUFFOLK CITY","2002","24"
"101","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","043","CLARKE","2002","(D)"
"102","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","047","CULPEPER","2002","188"
"103","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","061","FAUQUIER","2002","(D)"
"104","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","069","FREDERICK","2002","(D)"
"105","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","107","LOUDOUN","2002","(D)"
"106","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","139","PAGE","2002","(D)"
"107","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","153","PRINCE WILLIAM","2002","(D)"
"108","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","165","ROCKINGHAM","2002","372"
"109","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","171","SHENANDOAH","2002","55"
"110","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","015","AUGUSTA","2002","336"
"111","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","023","BOTETOURT","2002","(D)"
"112","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","045","CRAIG","2002","(D)"
"113","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","007","AMELIA","2002","210"
"114","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","009","AMHERST","2002","(D)"
"115","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","011","APPOMATTOX","2002","(D)"
"116","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","019","BEDFORD","2002","(D)"
"117","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","031","CAMPBELL","2002","(D)"
"118","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","041","CHESTERFIELD","2002","(D)"
"119","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","085","HANOVER","2002","(D)"
"120","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","125","NELSON","2002","(D)"
"121","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","145","POWHATAN","2002","(D)"
"122","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","147","PRINCE EDWARD","2002","(D)"
"123","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","177","SPOTSYLVANIA","2002","(D)"
"124","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","001","ACCOMACK","2002","(D)"
"125","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","036","CHARLES CITY","2002","(D)"
"126","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","101","KING WILLIAM","2002","(D)"
"127","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","127","NEW KENT","2002","(D)"
"128","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","131","NORTHAMPTON","2002","(D)"
"129","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","193","WESTMORELAND","2002","(D)"
"130","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","035","CARROLL","2002","(D)"
"131","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","063","FLOYD","2002","(D)"
"132","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","077","GRAYSON","2002","(D)"
"133","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","121","MONTGOMERY","2002","(D)"
"134","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","167","RUSSELL","2002","(D)"
"135","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","169","SCOTT","2002","78"
"136","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","173","SMYTH","2002","(D)"
"137","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","185","TAZEWELL","2002","(D)"
"138","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","191","WASHINGTON","2002","72"
"139","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","197","WYTHE","2002","(D)"
"140","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","037","CHARLOTTE","2002","27"
"141","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","067","FRANKLIN","2002","(D)"
"142","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","089","HENRY","2002","(D)"
"143","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","135","NOTTOWAY","2002","(D)"
"144","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","143","PITTSYLVANIA","2002","78"
"145","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","025","BRUNSWICK","2002","(D)"
"146","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","053","DINWIDDIE","2002","(D)"
"147","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","117","MECKLENBURG","2002","57"
"148","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","TOTAL","149","PRINCE GEORGE","2002","(D)"
"149","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, IRRIGATED - ACRES HARVESTED","TOTAL","043","CLARKE","2002","93"
"150","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, IRRIGATED - ACRES HARVESTED","TOTAL","047","CULPEPER","2002","290"
"151","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, IRRIGATED - ACRES HARVESTED","TOTAL","061","FAUQUIER","2002","136"
"152","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, IRRIGATED - ACRES HARVESTED","TOTAL","069","FREDERICK","2002","37"
"153","CENSUS","HAY","IRRIGATED","ALL UTILIZATION PRACTICES","ACRES","HAY, IRRIGATED - ACRES HARVESTED","TOTAL","107","LOUDOUN","2002","218"
