"Year","County","usage_wy","usage_w","usage_c","usage_wn","usage_sp","usage_sm","usage_fa","Tmean_wy","Tmean_w","Tmean_c","Tmean_wn","Tmean_sp","Tmean_sm","Tmean_fa","TotalP_wy","TotalP_w","TotalP_c","TotalP_wn","TotalP_sp","TotalP_sm","TotalP_fa","gini_wy","gini_w","gini_c","gini_wn","gini_sp","gini_sm","gini_fa","BEA_PI_DT","DevDensity","GDP_PC_Change","withdrawal_wy","withdrawal_w","withdrawal_c","withdrawal_wn","withdrawal_sp","withdrawal_sm","withdrawal_fa","pop","DevArea"
1989,"Brunswick",11103.0155459824,5715.92682774552,5387.08871823687,2695.19885122058,2800.77417743647,2899.04476493725,2861.83430105513,13.9457583304795,20.7263868880874,7.12787357200549,4.55758653934444,12.7393923713587,24.3334798157609,15.3586001119121,1269.97576902,734.195483765,535.780285255,177.986931349,398.466103704,386.104076679,295.032497145,0.821779752010313,0.797061924017602,0.845235107251158,0.814636427586877,0.78434917809469,0.762974750503864,0.879460745151891,-31.1016806722621,1144.07142857143,2.1,177.837,91.552,86.285,43.169,44.86,46.434,45.838,16017,14
1989,"Buchanan",58.8629169710251,4.09502969678024,54.8758217677137,27.8792305819333,11.7224132541419,0.0937793060331353,0,12.027942790937,18.2397242597158,5.78203065474725,2.83575430974444,11.5548687347391,21.8056650151087,12.4749433489231,1289.894992274,818.410196509,471.484795765,244.527949219,334.759503477,382.158418447,417.29732025,0.744736794663425,0.704925180107676,0.780285686207173,0.768733262307836,0.724720402968222,0.687543691044481,0.826080552821616,73.8588235294212,11632.7272727273,2.1,1.934,0.131,1.803,0.916,0.375,0.003,0,31990,2.75
1989,"Buckingham",6128.26899128269,3146.40410958904,2981.86488169365,1450.4202988792,1565.53549190536,1579.62328767123,1559.23100871731,13.2324326987836,20.1762424311967,6.25047016564286,3.63914009957778,12.3261091762826,23.8366198107609,14.3893503253956,1352.460096376,921.398332686,431.06176369,145.952694394,387.919890675,467.702783439,369.393713993,0.813457815432982,0.785508715893652,0.8303722897027,0.779481683318994,0.810671714704736,0.724512152152067,0.868691496362776,1012.2218487395,2186.89361702128,2.1,78.736,40.425,38.311,18.635,20.114,20.295,20.033,12848,5.875
1989,"Campbell + Lynchburg",6585.09578510284,3375.90253105412,3209.19325404872,1529.79344270966,1660.82464229355,1683.49921979,1709.75306574041,12.9038356688685,19.7238186145301,6.04638028943956,3.52408448848889,11.8924118016522,23.3780569255435,14.1051104694945,1334.292283415,917.913817148,416.378466267,154.74293448,376.857824674,471.966337879,353.446055967,0.814718584475564,0.778950208901271,0.839723303021028,0.773754936260201,0.807738639889843,0.726629228121014,0.877634765769488,1215.54285714286,1178.5038961039,2.1,746.954,382.932,364.022,173.526,188.389,190.961,193.939,113431,96.25
1989,"Caroline",10548.9262667936,6098.6459325082,4450.28033428541,2032.10620966889,2841.74336189569,3294.35099968264,2535.54427165979,13.3546242901726,20.2804416887924,6.3907529498022,3.57581744942222,12.2611158795652,23.965794395,14.7322335703297,1273.132090334,790.870645828,482.261444506,157.259265717,372.929249441,384.768782469,339.261720588,0.831484585469361,0.806717503607796,0.850777427211646,0.795582686356547,0.822630474617511,0.786819977183226,0.844427790302897,677.60420168068,1021.94594594595,2.1,199.438,115.301,84.137,38.419,53.726,62.283,47.937,18906,18.5
1989,"Carroll + Galax",28011.1244377811,14803.9510027621,13225.8170914543,6598.23088455772,7090.48877146632,7484.98859132941,7291.94187582563,11.0079741882164,17.3452194989235,4.63590884832967,2.15927036018889,10.2697554735435,20.8717672955435,11.9039018661209,1441.514027656,1049.116182177,392.397845479,156.855592829,293.67988279,574.199685148,497.63020564,0.799832253531213,0.755966868027028,0.827324200585146,0.801781008081066,0.796167595460748,0.705266744747008,0.866137964697775,276.300000000009,1549.20930232558,2.1,934.171,493.09,441.081,220.051,236.17,249.31,242.88,33308,21.5
1989,"Charles City",1268.47017876918,772.683858643744,500.553709856035,278.1205505458,278.255332696593,432.346386501114,549.824896529767,14.3037715493041,21.248664284612,7.3207200627033,4.63821390491111,13.0498686804783,24.9905451925,15.6155543138571,1315.012613251,778.08605499,536.926558261,192.644558766,411.02186023,401.628946936,303.089644685,0.816822818892589,0.789403304475891,0.841593530161451,0.799726016309551,0.79452319639271,0.765134618320409,0.849513865564348,132.127731092446,2871.77142857143,2.1,8.018,4.854,3.164,1.758,1.748,2.716,3.454,6282,2.1875
1989,"Charlotte",7558.31053351573,3698.78590971272,3859.52462380301,1937.07250341997,1945.10943912449,1878.84746922025,1335.84131326949,13.4832291539973,20.3152166244372,6.61370329086264,4.06325060521111,12.4095058920326,23.9380410661957,14.7606655955165,1359.112372679,873.451334885,485.661037794,173.358830429,375.417666765,456.901779858,329.015755334,0.840200427324926,0.81984208164284,0.8555204876713,0.800037038902205,0.818228241800198,0.774377741925915,0.899152934147156,307.784873949587,2034.08695652174,2.1,88.402,43.261,45.141,22.656,22.75,21.975,15.624,11696,5.75
1989,"Chesapeake",20143.3996812587,10757.7566037096,9385.64307754908,4457.27849174324,4844.46102200671,5611.93584483402,5369.88911871418,15.2683830448027,21.8158618818579,8.6849290493022,6.0554898547,13.8239169081957,25.3462464630435,16.8227736983297,1566.179813017,896.683481095,669.496331922,248.068540671,489.627155234,494.364675681,351.56965334,0.784387958567108,0.768529197356089,0.797478202289927,0.788741853227825,0.765041722664378,0.719923434344652,0.853566421478272,444.981512605055,1064.65703971119,2.1,2970.245,1586.285,1383.96,657.248,714.34,827.508,791.817,147455,138.5
1989,"Chesterfield",55698.5288270378,29998.6630218688,25699.865805169,12514.1948310139,13773.1709741551,15588.1411530815,14508.5984095427,13.5973265916575,20.540659518,6.6158434844011,3.95969695302222,12.4523025199565,24.2464648671739,14.8438215775824,1223.659167691,700.630038496,523.029129195,183.567813636,372.619515958,354.753664093,273.456807447,0.827817868280046,0.815170655926215,0.838043268249965,0.787430809136546,0.802818399049672,0.792417732894332,0.868624121075524,895.173109243709,1317.18494271686,2.1,11206.544,6035.731,5170.813,2517.856,2771.162,3136.334,2919.13,201200,152.75
1989,"Clarke",16040.4938271605,7855.14403292181,8185.34979423868,4015.55555555556,3775.8024691358,3998.76543209877,4015.14403292181,11.5970594042904,18.5993160489836,4.55632882198901,1.72292900468889,10.1945759465,22.4695837036957,12.7208298166923,909.635737198,558.729290503,350.906446695,124.113212765,344.459786065,265.754193677,224.531234171,0.827850091106684,0.808317408903253,0.844750231334749,0.805291136409367,0.831819714320438,0.76996506598186,0.861094914857563,404.65798319329,4136.17021276596,2.1,194.892,95.44,99.452,48.789,45.876,48.585,48.784,12150,2.9375
1989,"Craig",5884.1211564938,2822.16613125287,3061.95502524094,1533.27214318495,1411.42726021111,1404.77283157412,1583.29508949059,11.1293080512493,17.7233476558415,4.49903745981868,1.82239166108889,10.2864052966413,21.4908264406522,12.1642122442308,1268.527305124,882.488438462,386.038866662,166.042332746,303.578001233,431.102191275,436.368732962,0.780862262100744,0.741586011363852,0.807539488016846,0.763821337101957,0.786463915929839,0.690064251962547,0.845612181004117,178.667226890765,4101.64705882353,2.1,25.643,12.299,13.344,6.682,6.151,6.122,6.9,4358,1.0625
1989,"Culpeper",14461.3803669519,7510.9674526363,6950.41291431561,3402.93710997347,3310.93755838721,4056.57486641007,3919.95814805127,12.7026611644192,19.6927429577705,5.67417232824725,2.77794840158889,11.6232011096304,23.4018995055435,13.9157597573077,1231.113313102,819.98761744,411.125695662,136.388080204,411.417940595,390.696835527,328.258390617,0.835638002256431,0.811707847103324,0.853187268308962,0.804379715311028,0.833551018315025,0.789307017409598,0.860665761572438,1690.93445378152,1354.98734177215,2.1,387.001,201.001,186,91.066,88.604,108.558,104.902,26761,19.75
1989,"Cumberland",174.434938066658,83.3759590792839,91.1760950070234,31.413612565445,37.3401534526854,41.0485933503836,37.9795396419437,13.1667708009726,20.1699744959508,6.12508796481319,3.49924051336667,12.2296914119457,23.8550267376087,14.3290342438791,1304.047873724,863.070440392,440.977433332,152.966129393,365.918573481,421.963410178,359.511667154,0.8299548666305,0.817558442954072,0.831429461878934,0.808962414426181,0.812490681980599,0.757108671598254,0.879319146745788,1212.25966386555,1840,2.1,1.366,0.652,0.714,0.246,0.292,0.321,0.297,7820,4.25
1989,"Dickenson",35266.5867088263,18103.2265279875,17617.347216922,9058.44191244616,9062.46155566739,9156.51736285858,8994.74361125091,11.8536272825233,18.1124808217869,5.5603844380989,2.53986321096667,11.426498313837,21.6330960498913,12.4022184005055,1395.865747761,891.137640484,504.728107277,266.228105361,369.150160957,452.095346574,399.706509304,0.743294281519854,0.695805257948982,0.786813846148945,0.760951200352198,0.72078429912918,0.685845525283285,0.833274635494903,-703.889915966381,8415.52941176471,2.1,646.895,323.74,323.155,166.159,162.064,163.746,160.853,17883,2.125
1989,"Dinwiddie, Colonial Heights + Petersburg",341.194370483073,284.217618770808,59.0233601343109,27.4261880090765,98.2402367489299,157.995560957565,61.4860223009037,13.8039150087123,20.6874589348033,6.8825494126978,4.25549495844444,12.6471051065978,24.3392699768478,15.1279009447912,1271.279859887,747.023171978,524.256687909,184.910852584,399.78827708,386.446333846,280.566348808,0.812985015465452,0.792324740582507,0.831549171185976,0.801186312815074,0.779825088503753,0.75640435645634,0.870075395574216,733.005882352949,1299.43347639485,2.1,26.013,21.513,4.5,2.091,7.436,11.959,4.654,75692,58.25
1989,"Essex",13845.3947368421,7730.84411865766,6189.08802177858,3038.67967332123,3451.95281181995,4021.53247050739,3651.81537051884,13.8388832569014,20.7456920009126,6.8941250142967,4.08722140213333,12.6843681310217,24.4335347543478,15.2488165890769,1312.430017104,808.421896506,504.008120598,172.444469185,383.556310997,403.471818598,336.880157779,0.831342462009831,0.810273238139655,0.847426451408889,0.794892410325375,0.818890249429061,0.799980094588456,0.835154062938075,429.06218487396,1440.16494845361,2.1,122.061,67.498,54.563,26.789,30.139,35.112,31.884,8731,6.0625
1989,"Fairfax, Fairfax City + Falls Church",21402.4557786037,11217.2092602425,10185.2465183612,4837.65646243116,5066.31364154776,5829.32886337499,5553.025198279,12.6529813973096,19.7529137278962,5.51403844952198,2.53836712383333,11.3841112133152,23.5699320569565,13.9492773034066,1131.046365181,696.670083232,434.376281949,154.833203275,412.987658454,285.037525437,297.781665914,0.824489788450463,0.803591356817507,0.842646415384795,0.796711968448064,0.812967735905286,0.802888104152316,0.843218779336274,-211.738655462165,2005.01984186185,2.1,17977.592,9422.209,8555.383,4063.525,4255.592,4896.508,4664.419,839978,418.9375
1989,"Fauquier",12554.2003163767,6731.82915660644,5822.37115977021,2840.12571809175,3024.144534177,3435.68395637332,3402.92232120556,12.2251106339233,19.2036205918525,5.20825721468681,2.25878635685556,10.9904544578478,22.9509463641304,13.459363361989,1146.839824575,744.520533481,402.319291094,136.251815394,415.15948209,337.197190015,286.518695074,0.824840312933197,0.798209562040022,0.847893320776318,0.802102273654561,0.824923108489061,0.765081592261412,0.856172145203819,380.572268907578,1087.27581329562,2.1,603.154,323.424,279.73,136.451,145.292,165.064,163.49,48044,44.1875
1989,"Floyd",2756.11582626061,1394.15876185721,1361.9570644034,630.22133466467,670.327841570977,731.070061574305,666.167415543352,10.7715451047205,17.2066108186011,4.30112188691758,1.86070556307778,9.93036543790217,20.7929301119565,11.8869211965055,1338.52943497,950.004746035,388.524688935,147.353029061,303.961219312,486.585950956,459.944713921,0.808969125898989,0.77242627146653,0.833274008178212,0.793822478352154,0.815924869274542,0.714207850625407,0.863003647211786,315.660504201691,7395.69230769231,2.1,33.123,16.755,16.368,7.574,8.056,8.786,8.006,12018,1.625
1989,"Fluvanna",11407.5774013185,6044.39622798965,5363.18117332888,2409.58023867145,2576.31644830176,3170.90878744889,3725.77818576316,13.0048400183288,19.9992142681202,5.97203514079121,3.29997953751111,12.1422753670326,23.6633893127174,14.1648370714505,1220.949936461,818.308270959,402.641665502,127.526112941,331.894609334,435.571796591,339.153269502,0.838518730370654,0.812422365958424,0.858118336373007,0.802349866788762,0.817036918416711,0.790410227069182,0.864099812940365,773.621848739505,1509.66929133858,2.1,136.697,72.43,64.267,28.874,30.872,37.997,44.646,11983,7.9375
1989,"Franklin",22260.890783931,11623.7542381588,10637.1365457721,5079.03524093291,5281.36237542382,5984.17754032672,5793.28059180109,14.9587858135836,21.598908585765,8.28217885034615,5.65889033867778,13.6950860131522,25.1524592603261,16.2430594453516,1469.275588336,859.045810472,610.229777864,220.98945475,492.9210483,474.45498921,310.733600562,0.79901565986522,0.77524013821522,0.821053291592631,0.824740280466357,0.769486637643963,0.744050967491545,0.852904006815151,-228.736974789905,1735.13091922006,2.1,866.661,452.536,414.125,197.737,205.614,232.976,225.544,38932,22.4375
1989,"Frederick + Winchester",1140.44306900355,683.600931486702,456.842137516853,194.080156881971,222.346488540262,375.153205049638,322.833680598112,11.2335126322658,18.1159593032076,4.31325032027472,1.54170590894444,9.8086529011087,21.9764916478261,12.1975834446484,914.398733742,563.996504617,350.402229125,123.887662643,329.123803482,286.863504455,241.15628064,0.803948040767567,0.764748319874633,0.842486727604617,0.802872713844109,0.81073200979979,0.712909818745932,0.85517576402599,1120.79831932774,2101.31187122736,2.1,74.439,44.62,29.819,12.668,14.513,24.487,21.072,65272,31.0625
1989,"Giles",21598.5181615565,10499.4252525864,11144.6298415758,5643.93711222216,5570.02843487204,5219.5535120092,5286.88970899631,10.8905235977945,17.3792113389071,4.36618372623626,1.68102089886667,10.1305695718261,21.1239400283696,11.7160464906264,1091.469191139,767.226005913,324.243185226,151.125129725,272.806003602,359.454872369,388.939000346,0.781704305827408,0.743918378506275,0.80152061700419,0.784153145835345,0.770332665650685,0.716487294615643,0.836332791497862,378.098319327739,1315.74129353234,2.1,358.557,173.545,185.012,93.695,92.067,86.274,87.387,16529,12.5625
1989,"Gloucester",4670.67830040451,2477.41784508408,2193.26045532043,994.350282485876,1098.7864807943,1389.06161200816,1200.28081436165,14.5263698764329,21.2861196327814,7.72947863790659,4.9895087933,13.055360194337,24.9692243947826,16.1310134133846,1400.686319118,833.005435509,567.680883609,200.889509743,436.686179997,468.777754215,297.548729533,0.816588877478586,0.79014017997277,0.841006322382943,0.805046992914648,0.801650771348826,0.750600545458054,0.854108457467615,-164.036974789904,2936.24539877301,2.1,139.714,74.107,65.607,29.744,32.868,41.551,35.904,29913,10.1875
1989,"Goochland",25966.4760543245,15274.767691208,10691.7083631165,5079.41386704789,6528.16297355254,8344.96068620443,6948.10578984989,13.2101851332904,20.1978885524426,6.18408773930769,3.50586436385556,12.1767244925109,23.8994103546739,14.4043028649011,1200.825538312,771.550338969,429.275199343,138.090023598,334.213559517,427.249051029,284.30686855,0.835287036325892,0.813272739015549,0.850274875174797,0.788561654162824,0.826095114981316,0.780349164075046,0.860421782135692,-767.203361344512,1153.81443298969,2.1,363.271,213.694,149.577,71.061,91.329,116.746,97.204,13990,12.125
1989,"Grayson",5218.71927236971,2718.965093412,2499.75417895772,1231.9936086529,1330.32202556539,1417.28121927237,1265.30235988201,10.268965041737,16.3630680570765,4.1413779438956,1.65522104562222,9.51708765429348,19.9112937203261,10.9575334621538,1273.227828544,912.421081129,360.806747415,164.129599583,254.492477204,491.530369669,449.366253469,0.782659968628412,0.742962864719476,0.801951277920069,0.797025072971288,0.778118085295165,0.689739739840512,0.860850866060825,-269.631932773101,2169.6,2.1,84.919,44.243,40.676,20.047,21.647,23.062,20.589,16272,7.5
1989,"Greene",11752.1212121212,5749.49494949495,6002.62626262626,3150.80808080808,2822.62626262626,2815.0505050505,3304.0404040404,12.7493436428575,19.5015196811913,5.96006773618132,3.2169271561,11.6654420311739,23.1124235129348,14.0240723784615,1270.199271447,879.809514983,390.389756464,139.443556109,372.249669174,455.341363277,337.726398127,0.802080294522683,0.753191600067461,0.846742606059592,0.79927692379083,0.820433286684117,0.708442873775794,0.830067291769124,987.510084033621,1389.47368421053,2.1,116.346,56.92,59.426,31.193,27.944,27.869,32.71,9900,7.125
1989,"Greensville + Emporia",32826.2096496662,17234.2964824121,15830.3393213573,7723.72496386537,8193.39754327191,8838.70742601898,8480.38805136795,14.1245728274822,20.8833968576011,7.32861240159341,4.7795362911,12.931862502587,24.476937928587,15.4773835914176,1321.165815396,750.223019979,570.942795417,197.011230432,461.75336398,403.726302935,249.515208379,0.810887958823512,0.785629241699407,0.834727094956248,0.827234572322441,0.781360492374276,0.737058613242125,0.883256758908917,827.236134453788,842.823529411765,2.1,476.932,246.933,229.999,112.218,117.395,126.641,121.507,14328,17
1989,"Halifax",20913.8309397483,11081.724492347,9832.10644740132,4789.32748131893,5031.36198227729,5764.85457929387,5615.48931914775,13.4730626092712,20.3218567244208,6.58663775722528,4.10112452316667,12.3860736423696,23.9819876481522,14.8379168642198,1375.476610065,854.499544461,520.977065604,186.903264301,374.509814008,476.679079811,316.787928663,0.815881661858319,0.780854722813428,0.849436609521308,0.81148074510138,0.787941125397494,0.739425339579393,0.870205254382372,592.460504201689,1552.51752021563,2.1,752.877,398.931,353.946,172.411,181.124,207.529,202.152,35999,23.1875
1989,"Hampton",5390.20603478665,2492.51839462374,2897.68764016291,1513.42188753966,1623.30210685008,1425.59271565399,0,15.0948878713014,21.8380099750055,8.31471564614835,5.51523948586667,13.4528350106848,25.5846257719565,16.7573111876044,1449.411147096,856.923524626,592.48762247,213.770921123,460.649039982,471.443618974,317.40750137,0.812312344037965,0.782444765433906,0.840585364733098,0.817724979896317,0.793113254467884,0.734647008739713,0.859213497833412,118.873949579841,1614.86146858441,2.1,718.66,332.32,386.34,201.78,216.43,190.07,0,133327,82.5625
1989,"Hanover",19964.9877149877,10569.1678520626,9395.81986292513,4411.32160869003,5070.8974524764,5591.62032846243,4803.69843527738,13.5952565889315,20.5426066985847,6.60973422592857,3.87549676854444,12.5103156332174,24.2429880563043,14.8480246470989,1256.226344698,775.999136879,480.227207819,165.174428604,351.947826239,424.29021531,295.50936642,0.831720612823311,0.811940192213322,0.845501445242926,0.790202932497421,0.817869173401401,0.797209791207714,0.850277506332277,591.658823529426,941.79257849667,2.1,1235.114,653.851,581.263,272.902,313.706,345.92,297.176,61864,65.6875
1989,"Henrico",4109.93456385912,2126.86391406946,1983.07064978965,933.935819937473,980.507695788905,1128.46633756182,989.69276877537,13.8807059585534,20.8571084115738,6.86597162392308,4.1703099475,12.7207616452065,24.5977845325,15.1306847525165,1263.138205083,756.864729206,506.273475877,177.881315705,374.520324207,395.07415919,297.841951882,0.823401691993145,0.802045684689812,0.840591477219807,0.788630661691501,0.802812826226541,0.782076580588619,0.852248413712327,938.333613445393,1074.67493796526,2.1,889.994,460.566,429.428,202.241,212.326,244.366,214.315,216547,201.5
1989,"Henry + Martinsville",37240.9220914447,20408.2255407631,17319.2919560834,8569.94108420872,10068.8477221787,10237.3821932975,9748.26496718965,13.2557223616082,19.954393516541,6.52024532120879,4.12624904926667,12.2887101131848,23.5959572047826,14.4420562343736,1394.465409661,948.711354692,445.754054969,168.344072573,365.432465347,520.008468347,365.451743555,0.815036637229771,0.787290583596312,0.829282590906484,0.798899400381734,0.817031264913992,0.746883997652044,0.875643778886212,1147.27563025211,880.380386329866,2.1,2825.506,1511.474,1314.032,650.21,745.719,758.201,721.976,74062,84.125
1989,"Highland",11134.6737481032,5395.26898130485,5770.1062215478,2852.80728376328,2877.14612743228,2677.60396795116,2513.16291491797,8.74625210680548,15.3089501701585,2.14749526288462,-0.652981051177778,7.66264287220652,19.1043036225,9.83945139561538,1211.102595965,812.462622065,398.6399739,167.45913507,344.10607807,433.91570642,303.715289711,0.767755684998178,0.712079047270947,0.818298343621924,0.780253687246305,0.788148968928347,0.652534979474343,0.837542684039172,587.677310924379,5242,2.1,29.351,14.141,15.21,7.52,7.541,7.018,6.587,2621,0.5
